number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
940,66,4,5,192.9,238.9,0.8,205.73,61.94,194.6,74,421,165,236,celine_valery_how_does_your_body_process_medicine,https://hls.ted.com/project_masters/4851/manifest.m3u8,3,TED-Ed Original,How does your body process medicine?,2017-05-15,en,Céline Valéry,238,https://www.ted.com/talks/celine_valery_how_does_your_body_process_medicine,4840367,0.024,0.97,0.0,0.006,2019-04-12T17:30:07Z,24480,How does your body process medicine?
859,11,1,1,787.5,811.5,1.0,155.67,89.22,101.1,61,431,98,175,pilobolus_a_dance_of_symbiosis,https://hls.ted.com/project_masters/2131/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"A dance of ""Symbiosis""",2005-02-25,en,Pilobolus,811,https://www.ted.com/talks/pilobolus_a_dance_of_symbiosis,4834998,0.208,0.742,0.002,0.048,2007-02-09T00:11:00Z,24,"A dance of ""Symbiosis"""
1626,287,3,5,331.9,543.0,0.6,227.32,50.84,219.3,68,423,193,252,stella_young_i_m_not_your_inspiration_thank_you_very_much,https://hls.ted.com/project_masters/2156/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,"I'm not your inspiration, thank you very much",2014-04-26,en,Stella Young,542,https://www.ted.com/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much,4820406,0.488,0.344,0.072,0.096,2014-06-09T15:10:44Z,2017,"I'm not your inspiration, thank you very much"
4148,493,4,5,843.9,1162.6,0.7,211.42,45.51,204.5,72,423,181,234,dan_buettner_how_to_live_to_be_100,https://hls.ted.com/project_masters/799/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,How to live to be 100+,2009-09-02,en,Dan Buettner,1162,https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100,4823380,0.705,0.184,0.009,0.102,2010-01-06T09:00:00Z,727,How to live to be 100+
1136,85,4,5,237.4,289.0,0.8,209.62,54.67,201.1,72,421,171,239,mia_nacamulli_the_benefits_of_a_bilingual_brain,https://hls.ted.com/project_masters/4614/manifest.m3u8,3,TED-Ed Original,The benefits of a bilingual brain,2015-06-23,en,Mia Nacamulli,288,https://www.ted.com/talks/mia_nacamulli_the_benefits_of_a_bilingual_brain,19755562,0.052,0.862,0.078,0.008,2017-12-11T16:22:59Z,6857,The benefits of a bilingual brain
3195,235,4,5,643.0,813.8,0.8,169.22,44.06,161.0,71,421,140,190,pranav_mistry_the_thrilling_potential_of_sixthsense_technology,https://hls.ted.com/project_masters/2020/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The thrilling potential of SixthSense technology,2009-11-05,en,Pranav Mistry,813,https://www.ted.com/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology,19674251,0.636,0.326,0.003,0.035,2009-11-16T01:00:00Z,685,The thrilling potential of SixthSense technology
1333,8,4,4,318.9,324.8,1.0,125.74,43.75,112.8,72,411,98,138,lucas_husted_how_to_outsmart_the_prisoner_s_dilemma,https://hls.ted.com/project_masters/5325/manifest.m3u8,3,TED-Ed Original,How to outsmart the Prisoner's Dilemma ,2020-08-27,en,Lucas Husted,324,https://www.ted.com/talks/lucas_husted_how_to_outsmart_the_prisoner_s_dilemma,4816429,0.012,0.987,0.0,0.001,2020-08-27T18:37:31Z,66085,How to outsmart the Prisoner's Dilemma 
3034,153,5,5,572.0,641.9,0.9,126.47,35.16,117.4,69,401,104,139,michael_norton_how_to_buy_happiness,https://hls.ted.com/project_masters/1760/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,How to buy happiness,2011-11-18,en,Michael Norton,641,https://www.ted.com/talks/michael_norton_how_to_buy_happiness,4813953,0.632,0.154,0.052,0.162,2012-04-24T15:17:33Z,1427,How to buy happiness
1073,45,4,5,235.4,262.7,0.9,122.47,41.45,108.7,71,400,94,138,emma_bryce_the_power_of_the_placebo_effect,https://hls.ted.com/project_masters/5101/manifest.m3u8,3,TED-Ed Original,安慰劑效應的功效 - Emma Bryce,2016-04-04,zh-tw,Emma Bryce,262,https://www.ted.com/talks/emma_bryce_the_power_of_the_placebo_effect,4810150,0.014,0.985,0.0,0.001,2019-12-18T20:39:59Z,24324,安慰劑效應的功效 - Emma Bryce
2794,226,4,4,639.5,774.5,0.8,209.49,49.9,197.9,69,423,177,233,lisa_mosconi_how_menopause_affects_the_brain,https://hls.ted.com/project_masters/7187/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How menopause affects the brain,2019-12-04,en,Lisa Mosconi,774,https://www.ted.com/talks/lisa_mosconi_how_menopause_affects_the_brain,4800920,0.105,0.427,0.42,0.048,2020-03-10T14:59:54Z,58704,How menopause affects the brain
763,7,4,4,180.0,184.9,1.0,226.91,115.96,189.1,72,423,121,357,armand_d_angour_the_ancient_origins_of_the_olympics,https://hls.ted.com/project_masters/6883/manifest.m3u8,3,TED-Ed Original,The ancient origins of the Olympics,2015-09-03,en,Armand D'Angour,184,https://www.ted.com/talks/armand_d_angour_the_ancient_origins_of_the_olympics,4796503,0.03,0.524,0.414,0.032,2021-07-06T01:09:54Z,24250,The ancient origins of the Olympics
5674,463,4,5,1106.5,1355.0,0.8,149.35,49.3,135.7,70,418,115,169,aubrey_de_grey_a_roadmap_to_end_aging,https://hls.ted.com/project_masters/1438/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A roadmap to end aging,2005-07-14,en,Aubrey de Grey,1354,https://www.ted.com/talks/aubrey_de_grey_a_roadmap_to_end_aging,4800680,0.661,0.211,0.007,0.121,2006-10-02T00:11:00Z,39,A roadmap to end aging
1175,4,4,4,268.2,272.0,1.0,131.89,49.27,112.6,72,399,101,146,eleanor_nelsen_mary_s_room_a_philosophical_thought_experiment,https://hls.ted.com/project_masters/4824/manifest.m3u8,3,TED-Ed Original,Mary's Room: A philosophical thought experiment,2017-01-24,en,Eleanor Nelsen,272,https://www.ted.com/talks/eleanor_nelsen_mary_s_room_a_philosophical_thought_experiment,4775849,0.025,0.973,0.0,0.002,2019-04-01T18:45:40Z,24435,Mary's Room: A philosophical thought experiment
3710,420,3,5,786.3,1090.6,0.7,167.57,45.35,159.6,77,404,137,191,theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right,https://hls.ted.com/project_masters/3351/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,A Black man goes undercover in the alt-right,2017-07-08,en,Theo E.J. Wilson,1090,https://www.ted.com/talks/theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right,4786662,0.106,0.439,0.38,0.075,2017-09-21T20:00:59Z,2887,A Black man goes undercover in the alt-right
573,80,3,5,110.5,176.1,0.6,214.84,61.84,200.4,70,422,170,250,hortensia_jimenez_diaz_how_mendel_s_pea_plants_helped_us_understand_genetics,https://hls.ted.com/project_masters/5095/manifest.m3u8,3,TED-Ed Original,How Mendel's pea plants helped us understand genetics,2013-03-12,en,Hortensia Jiménez Díaz,176,https://www.ted.com/talks/hortensia_jimenez_diaz_how_mendel_s_pea_plants_helped_us_understand_genetics,4775370,0.012,0.987,0.0,0.001,2020-02-13T22:30:09Z,23843,How Mendel's pea plants helped us understand genetics
3217,581,3,5,701.7,1092.9,0.6,207.13,60.92,201.3,70,421,165,244,yuval_noah_harari_why_fascism_is_so_tempting_and_how_your_data_could_power_it,https://hls.ted.com/project_masters/3417/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why fascism is so tempting -- and how your data could power it,2018-04-10,en,Yuval Noah Harari,1092,https://www.ted.com/talks/yuval_noah_harari_why_fascism_is_so_tempting_and_how_your_data_could_power_it,4774316,0.12,0.164,0.646,0.07,2018-05-18T14:56:29Z,16159,Why fascism is so tempting -- and how your data could power it
685,83,3,4,160.9,216.0,0.7,180.09,62.62,165.7,73,413,132,217,garth_sundem_how_to_defeat_a_dragon_with_math,https://hls.ted.com/project_masters/5094/manifest.m3u8,3,TED-Ed Original,How to defeat a dragon with math,2013-01-15,en,Garth Sundem,215,https://www.ted.com/talks/garth_sundem_how_to_defeat_a_dragon_with_math,4757263,0.003,0.997,0.0,0.0,2020-02-13T22:26:08Z,23811,How to defeat a dragon with math
3745,432,3,5,792.2,1102.5,0.7,177.57,54.44,170.9,70,419,138,206,steven_pinker_is_the_world_getting_better_or_worse_a_look_at_the_numbers,https://hls.ted.com/project_masters/3166/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Is the world getting better or worse? A look at the numbers,2018-04-10,en,Steven Pinker,1102,https://www.ted.com/talks/steven_pinker_is_the_world_getting_better_or_worse_a_look_at_the_numbers,4764967,0.128,0.319,0.464,0.089,2018-04-30T15:02:00Z,15274,Is the world getting better or worse? A look at the numbers
999,78,4,5,211.0,258.8,0.8,109.81,30.32,98.7,75,379,89,123,kate_green_the_pharaoh_that_wouldn_t_be_forgotten,https://hls.ted.com/project_masters/8889/manifest.m3u8,3,TED-Ed Original,The pharaoh that wouldn't be forgotten,2014-12-15,en,Kate Green,258,https://www.ted.com/talks/kate_green_the_pharaoh_that_wouldn_t_be_forgotten,4751665,0.001,0.999,0.0,0.0,2024-09-06T22:08:12Z,24153,The pharaoh that wouldn't be forgotten
2584,318,3,5,571.9,844.0,0.7,230.77,57.07,221.5,68,423,190,264,becky_kennedy_the_single_most_important_parenting_strategy,https://hls.ted.com/project_masters/8655/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2023-04-17,en,Becky Kennedy,843,https://www.ted.com/talks/becky_kennedy_the_single_most_important_parenting_strategy,4752412,0.141,0.647,0.166,0.046,2023-09-13T11:46:35Z,116355,The single most important parenting strategy
834,64,4,4,190.1,228.0,0.8,118.15,34.7,107.7,79,389,93,133,derek_abbott_should_you_trust_unanimous_decisions,https://hls.ted.com/project_masters/4807/manifest.m3u8,3,TED-Ed Original,Should you trust unanimous decisions?,2016-04-18,en,Derek Abbott,228,https://www.ted.com/talks/derek_abbott_should_you_trust_unanimous_decisions,4750894,0.045,0.95,0.0,0.005,2019-03-15T17:13:00Z,24330,Should you trust unanimous decisions?
852,66,4,4,197.2,235.1,0.8,113.46,36.36,100.3,79,390,90,127,eleanor_nelsen_how_to_unboil_an_egg,https://hls.ted.com/project_masters/4774/manifest.m3u8,3,TED-Ed Original,How to unboil an egg,2015-04-23,en,Eleanor Nelsen,235,https://www.ted.com/talks/eleanor_nelsen_how_to_unboil_an_egg,4750353,0.011,0.988,0.0,0.001,2019-03-08T19:13:07Z,24199,How to unboil an egg
1333,45,4,5,291.8,310.4,0.9,221.43,68.33,216.1,71,424,179,260,jen_gunter_what_s_normal_anxiety_and_what_s_an_anxiety_disorder,https://hls.ted.com/project_masters/7317/manifest.m3u8,6,Original Content,What's normal anxiety -- and what's an anxiety disorder?,2021-07-01,en,Jen Gunter,310,https://www.ted.com/talks/jen_gunter_what_s_normal_anxiety_and_what_s_an_anxiety_disorder,4740555,0.059,0.852,0.022,0.067,2021-07-01T14:33:18Z,77214,What's normal anxiety -- and what's an anxiety disorder?
3362,465,3,5,674.6,1113.9,0.6,160.22,38.65,154.5,72,423,134,181,graham_allison_is_war_between_china_and_the_us_inevitable,https://hls.ted.com/project_masters/3895/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Is war between China and the US inevitable?,2018-09-25,en,Graham Allison,1113,https://www.ted.com/talks/graham_allison_is_war_between_china_and_the_us_inevitable,4734483,0.066,0.556,0.304,0.074,2018-10-30T20:03:00Z,26708,Is war between China and the US inevitable?
2089,282,3,5,447.0,710.4,0.6,207.76,43.22,204.0,67,407,182,231,euna_lee_what_i_learned_as_a_prisoner_in_north_korea,https://hls.ted.com/project_masters/2961/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,What I learned as a prisoner in North Korea,2016-10-29,en,Euna Lee,710,https://www.ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea,4721786,0.069,0.642,0.203,0.086,2017-09-29T15:08:35Z,2896,What I learned as a prisoner in North Korea
4259,350,3,4,993.6,1231.8,0.8,185.42,46.97,182.4,78,411,151,217,barry_schwartz_our_loss_of_wisdom,https://hls.ted.com/project_masters/1848/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Our loss of wisdom,2009-02-07,en,Barry Schwartz,1231,https://www.ted.com/talks/barry_schwartz_our_loss_of_wisdom,4724458,0.635,0.15,0.047,0.168,2009-02-16T08:27:00Z,462,Our loss of wisdom
1010,53,4,4,246.6,281.1,0.9,118.45,37.49,106.2,70,431,94,131,steven_zheng_how_does_anesthesia_work,https://hls.ted.com/project_masters/4796/manifest.m3u8,3,TED-Ed Original,How does anesthesia work?,2016-06-21,en,Steven Zheng,281,https://www.ted.com/talks/steven_zheng_how_does_anesthesia_work,19434355,0.005,0.994,0.0,0.001,2019-03-15T17:11:33Z,24357,How does anesthesia work?
1149,33,4,4,291.8,315.8,0.9,113.15,28.66,104.3,70,400,93,128,paul_s_kindstedt_a_brie_f_history_of_cheese,https://hls.ted.com/project_masters/4917/manifest.m3u8,3,TED-Ed Original, A brie(f) history of cheese,2018-12-13,en,Paul S. Kindstedt,315,https://www.ted.com/talks/paul_s_kindstedt_a_brie_f_history_of_cheese,19576323,0.014,0.985,0.0,0.001,2018-12-14T15:43:00Z,29459, A brie(f) history of cheese
2189,191,4,5,416.1,560.0,0.7,161.6,40.67,156.4,70,403,132,185,adam_alter_why_our_screens_make_us_less_happy,https://hls.ted.com/project_masters/2890/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why our screens make us less happy,2017-04-24,en,Adam Alter,559,https://www.ted.com/talks/adam_alter_why_our_screens_make_us_less_happy,4719826,0.424,0.182,0.234,0.16,2017-07-14T14:58:43Z,2815,Why our screens make us less happy
2996,288,4,5,644.7,850.8,0.8,212.79,53.6,205.3,71,418,175,246,tiffany_watt_smith_the_history_of_human_emotions,https://hls.ted.com/project_masters/3364/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,The history of human emotions,2017-11-28,en,Tiffany Watt Smith,850,https://www.ted.com/talks/tiffany_watt_smith_the_history_of_human_emotions,4720373,0.181,0.042,0.662,0.115,2017-12-18T21:04:16Z,7592,The history of human emotions
1879,236,3,4,439.4,607.7,0.7,189.3,52.82,180.1,69,415,151,218,bill_gates_teachers_need_real_feedback,https://hls.ted.com/project_masters/1583/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Teachers need real feedback,2013-05-07,en,Bill Gates,607,https://www.ted.com/talks/bill_gates_teachers_need_real_feedback,4710779,0.252,0.541,0.101,0.106,2013-05-08T15:01:20Z,1739,Teachers need real feedback
3556,316,4,5,737.7,920.9,0.8,231.07,46.92,222.2,74,423,197,258,wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet,https://hls.ted.com/project_masters/3793/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Autism — what we know (and what we don't know yet),2014-03-20,en,Wendy Chung,920,https://www.ted.com/talks/wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet,4714114,0.233,0.521,0.157,0.089,2014-04-28T14:57:37Z,1985,Autism — what we know (and what we don't know yet)
3202,414,3,5,689.7,1010.6,0.7,193.73,49.09,184.1,72,419,158,221,peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure,https://hls.ted.com/project_masters/2818/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What young women believe about their own sexual pleasure,2016-10-26,en,Peggy Orenstein,1010,https://www.ted.com/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure,4706833,0.289,0.367,0.196,0.148,2017-03-15T15:00:13Z,2708,What young women believe about their own sexual pleasure
4343,293,4,5,845.9,1015.2,0.8,253.29,64.52,246.3,73,424,204,298,sophie_scott_why_we_laugh,https://hls.ted.com/project_masters/3860/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why we laugh,2015-03-20,en,Sophie Scott,1015,https://www.ted.com/talks/sophie_scott_why_we_laugh,4698792,0.327,0.222,0.206,0.245,2015-04-30T15:00:30Z,2236,Why we laugh
2287,86,4,4,557.0,600.9,0.9,220.75,57.13,215.3,70,424,186,251,patricia_kuhl_the_linguistic_genius_of_babies,https://hls.ted.com/project_masters/4512/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The linguistic genius of babies,2010-10-12,en,Patricia Kuhl,600,https://www.ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies,4697338,0.719,0.206,0.02,0.055,2011-02-15T18:40:58Z,1075,The linguistic genius of babies
8661,1008,3,4,1989.7,2577.8,0.8,149.25,38.48,141.8,77,418,124,166,bill_gates_how_the_pandemic_will_shape_the_near_future,https://hls.ted.com/project_masters/4165/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How the pandemic will shape the near future,2020-06-28,en,Bill Gates,2577,https://www.ted.com/talks/bill_gates_how_the_pandemic_will_shape_the_near_future,4690903,0.064,0.395,0.468,0.073,2020-07-01T17:02:30Z,64835,How the pandemic will shape the near future
2499,247,4,5,492.6,672.5,0.7,170.88,44.04,166.7,72,399,138,199,eduardo_briceno_how_to_get_better_at_the_things_you_care_about,https://hls.ted.com/project_masters/6190/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,How to get better at the things you care about,2016-11-05,en,Eduardo Briceño,672,https://www.ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about,4685331,0.443,0.143,0.137,0.277,2017-02-01T16:05:43Z,2679,How to get better at the things you care about
2770,353,3,5,614.2,898.2,0.7,229.22,56.14,225.7,74,423,186,266,carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy,https://hls.ted.com/project_masters/8390/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Facebook's role in Brexit — and the threat to democracy,2019-04-15,en,Carole Cadwalladr,898,https://www.ted.com/talks/carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy,4679215,0.29,0.256,0.363,0.091,2019-04-16T20:09:00Z,39331,Facebook's role in Brexit — and the threat to democracy
2989,269,3,4,664.8,887.7,0.7,196.88,41.56,190.9,68,408,174,217,bettina_warburg_how_the_blockchain_will_radically_transform_the_economy,https://hls.ted.com/project_masters/4018/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How the blockchain will radically transform the economy,2016-06-29,en,Bettina Warburg,887,https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy,4667846,0.154,0.539,0.209,0.098,2016-11-15T16:05:58Z,2626,How the blockchain will radically transform the economy
4399,567,3,5,945.3,1566.9,0.6,142.93,35.37,137.9,71,398,119,159,billy_graham_on_technology_and_faith,https://hls.ted.com/project_masters/944/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,On technology and faith,1998-02-02,en,Billy Graham,1566,https://www.ted.com/talks/billy_graham_on_technology_and_faith,4662988,0.208,0.729,0.006,0.057,2008-07-16T01:00:00Z,308,On technology and faith
3608,428,3,5,789.7,1209.3,0.7,140.42,35.54,133.7,73,419,118,154,christian_picciolini_my_descent_into_america_s_neo_nazi_movement_and_how_i_got_out,https://hls.ted.com/project_masters/3042/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,My descent into America's neo-Nazi movement -- and how I got out,2017-11-10,en,Christian Picciolini,1209,https://www.ted.com/talks/christian_picciolini_my_descent_into_america_s_neo_nazi_movement_and_how_i_got_out,4651556,0.074,0.373,0.505,0.048,2018-03-28T19:56:49Z,8298,My descent into America's neo-Nazi movement -- and how I got out
3668,510,3,5,761.8,1294.6,0.6,157.01,43.87,150.5,74,400,125,182,dan_dennett_the_illusion_of_consciousness,https://hls.ted.com/project_masters/854/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The illusion of consciousness,2003-02-27,en,Dan Dennett,1294,https://www.ted.com/talks/dan_dennett_the_illusion_of_consciousness,4647335,0.501,0.409,0.0,0.09,2007-04-06T10:33:00Z,102,The illusion of consciousness
588,39,3,4,147.7,181.3,0.8,110.05,24.84,102.4,79,331,92,125,daniel_finkel_can_you_solve_the_jail_break_riddle,https://hls.ted.com/project_masters/4954/manifest.m3u8,3,TED-Ed Original,Can you solve the jail break riddle?,2019-02-26,en,Daniel Finkel,181,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_jail_break_riddle,4637813,0.023,0.975,0.0,0.002,2019-02-26T19:50:24Z,35897,Can you solve the jail break riddle?
2468,406,2,4,551.4,1028.1,0.5,153.38,38.78,148.6,78,412,126,177,hamdi_ulukaya_the_anti_ceo_playbook,https://hls.ted.com/project_masters/497/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The anti-CEO playbook,2019-04-15,en,Hamdi Ulukaya,1028,https://www.ted.com/talks/hamdi_ulukaya_the_anti_ceo_playbook,4642333,0.098,0.086,0.752,0.064,2019-05-22T14:53:25Z,41225,The anti-CEO playbook
1851,239,3,5,375.7,627.4,0.6,164.97,44.2,155.4,72,414,137,183,yann_dall_aglio_love_you_re_doing_it_wrong,https://hls.ted.com/project_masters/4481/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Love -- you're doing it wrong,2012-10-12,en,Yann Dall'Aglio,627,https://www.ted.com/talks/yann_dall_aglio_love_you_re_doing_it_wrong,4633160,0.565,0.098,0.052,0.285,2014-02-14T15:52:57Z,1925,Love -- you're doing it wrong
2189,193,3,4,521.3,708.4,0.7,240.59,59.58,230.5,71,424,197,280,simone_giertz_why_you_should_make_useless_things,https://hls.ted.com/project_masters/3174/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why you should make useless things,2018-04-10,en,Simone Giertz,708,https://www.ted.com/talks/simone_giertz_why_you_should_make_useless_things,4631573,0.14,0.728,0.021,0.111,2018-05-09T14:56:00Z,15518,Why you should make useless things
1026,123,3,4,233.0,332.0,0.7,128.87,31.17,123.2,71,398,110,140,prosanta_chakrabarty_four_billion_years_of_evolution_in_six_minutes,https://hls.ted.com/project_masters/3198/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Four billion years of evolution in six minutes,2018-04-10,en,Prosanta Chakrabarty,331,https://www.ted.com/talks/prosanta_chakrabarty_four_billion_years_of_evolution_in_six_minutes,4622901,0.145,0.112,0.617,0.126,2018-06-15T14:54:00Z,18094,Four billion years of evolution in six minutes
1764,250,3,5,391.2,629.1,0.6,172.21,48.55,164.5,72,410,137,201,ron_finley_a_guerrilla_gardener_in_south_central_la,https://hls.ted.com/project_masters/898/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A guerrilla gardener in South Central LA,2013-02-28,en,Ron Finley,629,https://www.ted.com/talks/ron_finley_a_guerrilla_gardener_in_south_central_la,4616829,0.507,0.335,0.08,0.078,2013-03-06T16:06:58Z,1685,A guerrilla gardener in South Central LA
1111,71,4,4,248.0,288.4,0.9,216.9,52.65,215.1,72,400,188,249,nicole_avena_how_sugar_affects_the_brain,https://hls.ted.com/project_masters/4584/manifest.m3u8,3,TED-Ed Original,How sugar affects the brain,2014-01-07,en,Nicole Avena,288,https://www.ted.com/talks/nicole_avena_how_sugar_affects_the_brain,19198178,0.043,0.952,0.0,0.005,2017-09-07T20:17:37Z,2747,How sugar affects the brain
1001,105,3,4,234.5,298.5,0.8,109.78,26.49,102.3,79,390,91,124,krishna_sudhir_how_do_cigarettes_affect_the_body,https://hls.ted.com/project_masters/4873/manifest.m3u8,3,TED-Ed Original,How do cigarettes affect the body?,2018-09-13,en,Krishna Sudhir,298,https://www.ted.com/talks/krishna_sudhir_how_do_cigarettes_affect_the_body,19233488,0.032,0.966,0.0,0.002,2018-09-13T19:20:16Z,20319,How do cigarettes affect the body?
948,59,4,4,220.7,266.6,0.8,110.14,26.71,101.9,71,394,90,126,alex_gendler_can_you_solve_the_multiplying_rabbits_riddle,https://hls.ted.com/project_masters/4925/manifest.m3u8,3,TED-Ed Original,Can you solve the multiplying rabbits riddle?,2019-01-10,en,Alex Gendler,266,https://www.ted.com/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle,4615166,0.011,0.988,0.0,0.001,2019-01-10T21:06:35Z,30204,Can you solve the multiplying rabbits riddle?
2129,151,4,5,471.5,574.4,0.8,148.84,58.07,130.7,72,417,114,160,scott_rickard_the_beautiful_math_behind_the_world_s_ugliest_music,https://hls.ted.com/project_masters/3591/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The beautiful math behind the world's ugliest music,2011-09-13,en,Scott Rickard,574,https://www.ted.com/talks/scott_rickard_the_beautiful_math_behind_the_world_s_ugliest_music,4612819,0.095,0.888,0.002,0.015,2012-01-20T16:41:22Z,1331,The beautiful math behind the world's ugliest music
2155,168,4,5,451.3,560.3,0.8,150.81,41.85,143.1,62,415,122,172,greg_gage_electrical_experiments_with_plants_that_count_and_communicate,https://hls.ted.com/project_masters/2965/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Electrical experiments with plants that count and communicate,2017-04-24,en,Greg Gage,560,https://www.ted.com/talks/greg_gage_electrical_experiments_with_plants_that_count_and_communicate,4606924,0.06,0.716,0.181,0.043,2017-10-10T14:53:35Z,3013,Electrical experiments with plants that count and communicate
1664,283,3,5,331.6,572.8,0.6,161.5,40.02,155.9,74,415,135,182,raymond_tang_be_humble_and_other_lessons_from_the_philosophy_of_water,https://hls.ted.com/project_masters/3102/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,Be humble -- and other lessons from the philosophy of water,2017-12-11,en,Raymond Tang,572,https://www.ted.com/talks/raymond_tang_be_humble_and_other_lessons_from_the_philosophy_of_water,4598625,0.109,0.125,0.675,0.091,2018-02-27T15:42:28Z,11008,Be humble -- and other lessons from the philosophy of water
2812,314,3,5,569.1,849.0,0.7,181.53,48.04,177.2,72,400,148,209,shankar_vedantam_you_don_t_actually_know_what_your_future_self_wants,https://hls.ted.com/project_masters/8044/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2022-04-10,en,Shankar Vedantam,848,https://www.ted.com/talks/shankar_vedantam_you_don_t_actually_know_what_your_future_self_wants,4600929,0.094,0.329,0.544,0.033,2022-10-06T14:55:16Z,97536,You don't actually know what your future self wants
2902,174,4,4,709.2,828.0,0.9,230.89,49.82,225.4,70,424,200,256,susan_colantuono_the_career_advice_you_probably_didn_t_get,https://hls.ted.com/project_masters/1520/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The career advice you probably didn’t get,2013-11-16,en,Susan Colantuono,827,https://www.ted.com/talks/susan_colantuono_the_career_advice_you_probably_didn_t_get,4596294,0.538,0.067,0.195,0.2,2014-09-30T15:14:06Z,2099,The career advice you probably didn’t get
3337,367,3,5,704.0,1021.6,0.7,161.26,36.09,156.9,71,402,135,183,jon_ronson_when_online_shaming_goes_too_far,https://hls.ted.com/project_masters/2772/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,When online shaming goes too far,2015-06-16,en,Jon Ronson,1021,https://www.ted.com/talks/jon_ronson_when_online_shaming_goes_too_far,4581965,0.123,0.676,0.15,0.051,2015-07-20T14:59:45Z,2302,When online shaming goes too far
4840,274,4,5,933.3,1102.9,0.8,145.66,41.39,136.6,70,399,115,164,jonathan_haidt_the_moral_roots_of_liberals_and_conservatives,https://hls.ted.com/project_masters/957/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The moral roots of liberals and conservatives,2008-03-01,en,Jonathan Haidt,1102,https://www.ted.com/talks/jonathan_haidt_the_moral_roots_of_liberals_and_conservatives,4571900,0.72,0.181,0.004,0.095,2008-09-17T01:00:00Z,341,The moral roots of liberals and conservatives
