number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
1795,143,4,5,332.6,441.9,0.8,204.71,43.88,198.4,67,413,175,228,britt_wray_how_climate_change_affects_your_mental_health,https://hls.ted.com/project_masters/569/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How climate change affects your mental health,2019-05-14,en,Britt Wray,441,https://www.ted.com/talks/britt_wray_how_climate_change_affects_your_mental_health,2591883,0.077,0.045,0.804,0.074,2019-08-27T14:55:39Z,46385,How climate change affects your mental health
5267,484,3,4,1258.8,1580.7,0.8,133.81,27.9,128.3,71,398,116,145,stuart_brown_play_is_more_than_just_fun,https://hls.ted.com/project_masters/4242/manifest.m3u8?intro_master_id=9294,5,Best of Web,Play is more than just fun,2008-05-08,en,Stuart Brown,1580,https://www.ted.com/talks/stuart_brown_play_is_more_than_just_fun,2592067,0.68,0.188,0.021,0.111,2009-03-12T01:00:00Z,483,Play is more than just fun
4148,409,4,5,783.2,1056.9,0.7,158.94,43.18,151.8,71,399,128,182,shashi_tharoor_why_nations_should_pursue_soft_power,https://hls.ted.com/project_masters/1360/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why nations should pursue soft power,2009-11-07,en,Shashi Tharoor,1056,https://www.ted.com/talks/shashi_tharoor_why_nations_should_pursue_soft_power,2589265,0.359,0.589,0.013,0.039,2009-11-30T01:00:00Z,689,Why nations should pursue soft power
4185,484,4,5,822.8,1195.3,0.7,250.14,60.07,244.3,70,424,205,292,lilly_singh_a_seat_at_the_table_isn_t_the_solution_for_gender_equity,https://hls.ted.com/project_masters/7585/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2021-12-01,en,Lilly Singh,1195,https://www.ted.com/talks/lilly_singh_a_seat_at_the_table_isn_t_the_solution_for_gender_equity,2591160,0.07,0.22,0.681,0.029,2022-03-07T15:33:52Z,88795,"""A seat at the table"" isn't the solution for gender equity"
1686,290,3,4,390.5,636.6,0.6,110.86,24.17,106.5,77,405,97,118,daniel_tammet_different_ways_of_knowing,https://hls.ted.com/project_masters/1352/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Different ways of knowing,2011-03-03,en,Daniel Tammet,636,https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing,2587739,0.554,0.379,0.024,0.043,2011-06-21T14:47:00Z,1175,Different ways of knowing
2201,284,3,5,411.6,705.3,0.6,172.81,42.34,169.3,74,400,143,200,will_macaskill_what_are_the_most_important_moral_problems_of_our_time,https://hls.ted.com/project_masters/3233/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What are the most important moral problems of our time?,2018-04-10,en,Will MacAskill,705,https://www.ted.com/talks/will_macaskill_what_are_the_most_important_moral_problems_of_our_time,2588483,0.159,0.147,0.536,0.158,2018-09-12T14:42:53Z,20310,What are the most important moral problems of our time?
879,96,3,5,184.6,252.4,0.7,216.84,55.81,210.6,80,419,179,248,alexandra_horowitz_how_do_dogs_see_with_their_noses,https://hls.ted.com/project_masters/4766/manifest.m3u8,3,TED-Ed Original,"How do dogs ""see"" with their noses?",2015-02-02,en,Alexandra Horowitz,252,https://www.ted.com/talks/alexandra_horowitz_how_do_dogs_see_with_their_noses,2586661,0.074,0.916,0.0,0.01,2019-02-15T17:38:31Z,24167,"How do dogs ""see"" with their noses?"
5363,413,4,5,1100.5,1336.1,0.8,223.96,56.97,218.9,70,424,191,255,lisa_genova_how_your_memory_works_and_why_forgetting_is_totally_ok,https://hls.ted.com/project_masters/7148/manifest.m3u8?intro_master_id=9294,6,Original Content,How your memory works -- and why forgetting is totally OK,2021-03-31,en,Lisa Genova,1336,https://www.ted.com/talks/lisa_genova_how_your_memory_works_and_why_forgetting_is_totally_ok,2584651,0.143,0.121,0.647,0.089,2021-04-21T14:48:53Z,75831,How your memory works -- and why forgetting is totally OK
2709,188,4,5,564.4,664.8,0.8,211.47,36.28,204.2,72,420,189,228,tracy_edwards_stop_being_a_bystander_in_your_own_life,https://hls.ted.com/project_masters/4449/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Stop being a bystander in your own life,2020-05-18,en,Tracy Edwards,664,https://www.ted.com/talks/tracy_edwards_stop_being_a_bystander_in_your_own_life,2584274,0.055,0.042,0.815,0.088,2020-06-30T14:57:51Z,64185,Stop being a bystander in your own life
2970,511,3,5,604.4,1062.5,0.6,142.76,37.89,135.0,72,400,116,161,rodrigo_canales_the_deadly_genius_of_drug_cartels,https://hls.ted.com/project_masters/1510/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The deadly genius of drug cartels,2013-10-01,en,Rodrigo Canales,1062,https://www.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels,2581844,0.343,0.264,0.197,0.196,2013-11-04T16:01:14Z,1859,The deadly genius of drug cartels
3633,213,4,5,741.5,843.6,0.9,202.05,44.26,197.1,71,408,177,223,halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward,https://hls.ted.com/project_masters/3904/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),The crisis of leadership -- and a new way forward,2019-02-21,en,Halla Tómasdóttir and Bryn Freedman,843,https://www.ted.com/talks/halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward,2580251,0.096,0.024,0.793,0.087,2019-05-08T14:50:46Z,37800,The crisis of leadership -- and a new way forward
14502,1137,4,5,3054.7,3981.3,0.8,152.77,47.28,143.1,68,415,117,179,dr_phillip_atiba_solomon_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us,https://hls.ted.com/project_masters/5873/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The path to ending systemic racism in the US,2020-06-03,en,"Dr. Phillip Atiba Solomon, Rashad Robinson, Dr. Bernice King, Anthony D. Romero",3981,https://www.ted.com/talks/dr_phillip_atiba_solomon_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us,2581323,0.069,0.078,0.819,0.034,2020-06-03T21:40:23Z,63996,The path to ending systemic racism in the US
1923,375,2,4,546.7,974.1,0.6,196.82,37.16,192.0,69,413,173,215,sister_true_dedication_3_questions_to_build_resilience_and_change_the_world,https://hls.ted.com/project_masters/7416/manifest.m3u8?intro_master_id=7275,1,TED Stage Talk,,2021-10-12,en,Sister True Dedication,974,https://www.ted.com/talks/sister_true_dedication_3_questions_to_build_resilience_and_change_the_world,3110049,0.054,0.035,0.874,0.037,2021-12-06T20:52:16Z,84765,3 questions to build resilience -- and change the world
3564,383,3,5,734.7,1032.4,0.7,144.19,29.44,141.3,72,399,125,161,martin_rees_is_this_our_final_century,https://hls.ted.com/project_masters/1239/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Is this our final century?,2005-07-14,en,Martin Rees,1032,https://www.ted.com/talks/martin_rees_is_this_our_final_century,3109986,0.325,0.536,0.0,0.139,2007-01-17T00:11:00Z,42,Is this our final century?
1172,66,4,4,270.6,307.6,0.9,129.31,57.68,108.0,73,412,92,142,john_varney_a_different_way_to_visualize_rhythm,https://hls.ted.com/project_masters/4760/manifest.m3u8,3,TED-Ed Original,A different way to visualize rhythm,2014-10-20,en,John Varney,307,https://www.ted.com/talks/john_varney_a_different_way_to_visualize_rhythm,2579111,0.014,0.985,0.0,0.001,2019-03-01T16:27:47Z,24133,A different way to visualize rhythm
1446,205,3,4,322.9,494.0,0.7,226.34,55.98,224.0,77,423,186,264,eve_ensler_the_profound_power_of_an_authentic_apology,https://hls.ted.com/project_masters/2233/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The profound power of an authentic apology,2019-12-04,en,Eve Ensler,493,https://www.ted.com/talks/eve_ensler_the_profound_power_of_an_authentic_apology,2578530,0.06,0.044,0.828,0.068,2019-12-06T16:00:23Z,54214,The profound power of an authentic apology
942,38,3,4,256.6,279.9,0.9,119.73,30.46,111.0,71,401,98,137,alex_gendler_why_are_airplanes_slower_than_they_used_to_be,https://hls.ted.com/project_masters/5998/manifest.m3u8,3,TED-Ed Original,Why are airplanes slower than they used to be?,2021-04-15,en,Alex Gendler,279,https://www.ted.com/talks/alex_gendler_why_are_airplanes_slower_than_they_used_to_be,2577236,0.031,0.968,0.0,0.001,2021-04-15T21:19:53Z,75175,Why are airplanes slower than they used to be?
3855,599,3,4,888.9,1379.4,0.6,215.87,48.58,209.0,80,420,182,241,janine_benyus_biomimicry_s_surprising_lessons_from_nature_s_engineers,https://hls.ted.com/project_masters/1932/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Biomimicry's surprising lessons from nature's engineers,2005-02-24,en,Janine Benyus,1379,https://www.ted.com/talks/janine_benyus_biomimicry_s_surprising_lessons_from_nature_s_engineers,2577699,0.474,0.338,0.026,0.162,2007-04-05T00:11:00Z,18,Biomimicry's surprising lessons from nature's engineers
1906,282,3,5,391.0,596.1,0.7,200.33,52.64,188.7,70,423,164,225,michele_wucker_why_we_ignore_obvious_problems_and_how_to_act_on_them,https://hls.ted.com/project_masters/467/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),Why we ignore obvious problems -- and how to act on them,2019-02-21,en,Michele Wucker,596,https://www.ted.com/talks/michele_wucker_why_we_ignore_obvious_problems_and_how_to_act_on_them,2575037,0.079,0.046,0.728,0.147,2019-05-01T14:48:24Z,38076,Why we ignore obvious problems -- and how to act on them
3077,376,3,4,724.1,1017.9,0.7,219.12,46.98,214.9,74,420,186,248,anne_marie_slaughter_can_we_all_have_it_all,https://hls.ted.com/project_masters/1861/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Can we all ""have it all""?",2013-06-11,en,Anne-Marie Slaughter,1017,https://www.ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all,2572689,0.608,0.071,0.08,0.241,2014-03-12T15:20:29Z,1943,"Can we all ""have it all""?"
1141,21,4,4,258.8,271.4,1.0,141.99,40.01,131.4,70,389,115,157,silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft,https://hls.ted.com/project_masters/4981/manifest.m3u8,3,TED-Ed Original,Titan of terror: The dark imagination of H.P. Lovecraft,2019-04-23,en,Silvia Moreno-García,271,https://www.ted.com/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft,2571168,0.015,0.973,0.0,0.012,2019-04-24T16:36:29Z,39512,Titan of terror: The dark imagination of H.P. Lovecraft
2196,307,3,4,494.5,729.8,0.7,253.02,50.62,249.5,77,424,215,286,sharmeen_obaid_chinoy_how_film_transforms_the_way_we_see_the_world,https://hls.ted.com/project_masters/553/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How film transforms the way we see the world,2019-04-15,en,Sharmeen Obaid-Chinoy,729,https://www.ted.com/talks/sharmeen_obaid_chinoy_how_film_transforms_the_way_we_see_the_world,2571226,0.067,0.059,0.795,0.079,2019-07-12T14:50:38Z,45233,How film transforms the way we see the world
843,2,4,4,197.8,199.4,1.0,180.65,57.04,170.0,70,421,148,202,nicaila_matthews_okome_this_is_the_side_hustle_revolution,https://hls.ted.com/project_masters/5847/manifest.m3u8,6,Original Content,This is the side hustle revolution,2019-01-28,en,Nicaila Matthews Okome,199,https://www.ted.com/talks/nicaila_matthews_okome_this_is_the_side_hustle_revolution,2568712,0.101,0.058,0.702,0.139,2019-02-05T14:28:24Z,32389,This is the side hustle revolution
1862,242,3,5,356.3,606.3,0.6,193.25,39.92,187.6,71,414,166,214,grace_kim_how_cohousing_can_make_us_happier_and_live_longer,https://hls.ted.com/project_masters/2902/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How cohousing can make us happier (and live longer),2017-04-24,en,Grace Kim,606,https://www.ted.com/talks/grace_kim_how_cohousing_can_make_us_happier_and_live_longer,2568087,0.183,0.305,0.388,0.124,2017-07-24T14:52:37Z,2827,How cohousing can make us happier (and live longer)
2322,228,3,5,490.1,714.0,0.7,184.38,30.55,183.3,71,399,171,198,olutimehin_adegbeye_who_belongs_in_a_city,https://hls.ted.com/project_masters/2942/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Who belongs in a city?,2017-08-27,en,OluTimehin Adegbeye,713,https://www.ted.com/talks/olutimehin_adegbeye_who_belongs_in_a_city,2567899,0.132,0.036,0.716,0.116,2017-09-08T14:51:06Z,2873,Who belongs in a city?
4527,224,4,4,1008.3,1105.9,0.9,136.27,30.81,130.8,71,399,115,152,antonio_damasio_the_quest_to_understand_consciousness,https://hls.ted.com/project_masters/843/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The quest to understand consciousness,2011-03-02,en,Antonio Damasio,1105,https://www.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness,2567994,0.613,0.252,0.007,0.128,2011-12-19T16:02:38Z,1308,The quest to understand consciousness
744,54,4,5,152.8,186.5,0.8,101.05,30.43,94.6,78,405,88,104,james_earle_da_vinci_s_vitruvian_man_of_math,https://hls.ted.com/project_masters/5125/manifest.m3u8,3,TED-Ed Original,Da Vinci's Vitruvian Man of math,2013-07-11,en,James Earle,186,https://www.ted.com/talks/james_earle_da_vinci_s_vitruvian_man_of_math,2565866,0.013,0.981,0.0,0.006,2020-02-28T20:02:46Z,23931,Da Vinci's Vitruvian Man of math
13439,1606,4,5,2761.4,3632.0,0.8,113.28,48.32,97.1,65,424,86,117,matt_walker_why_sleep_matters_now_more_than_ever,https://hls.ted.com/project_masters/5171/manifest.m3u8?intro_master_id=9294,6,Original Content,,2020-04-01,en,Matt Walker,3632,https://www.ted.com/talks/matt_walker_why_sleep_matters_now_more_than_ever,2564469,0.048,0.055,0.86,0.037,2020-04-02T13:52:50Z,61900,Why sleep matters now more than ever
1134,248,2,5,236.0,494.8,0.5,126.08,28.49,121.1,79,399,107,141,dong_woo_jang_the_art_of_bow_making,https://hls.ted.com/project_masters/1643/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The art of bow-making,2013-02-28,en,Dong Woo Jang,494,https://www.ted.com/talks/dong_woo_jang_the_art_of_bow_making,2564178,0.249,0.435,0.115,0.201,2013-11-01T15:01:04Z,1790,The art of bow-making
2097,279,3,5,443.0,654.8,0.7,215.81,57.1,206.9,72,424,174,250,janet_stovall_how_to_get_serious_about_diversity_and_inclusion_in_the_workplace,https://hls.ted.com/project_masters/3256/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,How to get serious about diversity and inclusion in the workplace,2018-07-19,en,Janet Stovall,654,https://www.ted.com/talks/janet_stovall_how_to_get_serious_about_diversity_and_inclusion_in_the_workplace,2564165,0.203,0.194,0.544,0.059,2018-08-22T14:46:36Z,21802,How to get serious about diversity and inclusion in the workplace
816,69,4,5,162.0,210.5,0.8,206.48,56.25,193.5,71,422,172,234,akshita_agarwal_the_paradox_of_value,https://hls.ted.com/project_masters/5565/manifest.m3u8,3,TED-Ed Original,The paradox of value,2016-08-29,en,Akshita Agarwal,210,https://www.ted.com/talks/akshita_agarwal_the_paradox_of_value,2560226,0.033,0.96,0.0,0.007,2019-04-05T20:00:58Z,24379,The paradox of value
2197,258,3,5,481.2,694.2,0.7,196.59,49.28,184.9,70,422,165,216,soraya_chemaly_the_power_of_women_s_anger,https://hls.ted.com/project_masters/115/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The power of women's anger,2018-11-28,en,Soraya Chemaly,694,https://www.ted.com/talks/soraya_chemaly_the_power_of_women_s_anger,2562125,0.106,0.08,0.688,0.126,2019-01-28T15:51:44Z,31633,The power of women's anger
1194,11,4,4,302.0,310.8,1.0,113.64,30.46,105.4,73,400,93,128,steven_anderson_volcanic_eruption_explained,https://hls.ted.com/project_masters/5291/manifest.m3u8,3,TED-Ed Original,,2020-07-13,en,Steven Anderson,310,https://www.ted.com/talks/steven_anderson_volcanic_eruption_explained,2559251,0.036,0.963,0.0,0.001,2020-07-13T16:07:21Z,65047,Volcanic eruption explained
3011,285,4,5,662.3,824.9,0.8,156.56,41.56,147.1,73,399,125,179,david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures,https://hls.ted.com/project_masters/2480/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Glow-in-the-dark sharks and other stunning sea creatures,2015-10-10,en,David Gruber,824,https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures,2559008,0.16,0.194,0.457,0.189,2016-01-26T16:29:35Z,2414,Glow-in-the-dark sharks and other stunning sea creatures
2337,193,3,4,529.6,687.9,0.8,213.93,42.27,208.6,71,423,189,235,sarah_lewis_embrace_the_near_win,https://hls.ted.com/project_masters/1088/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Embrace the near win,2014-03-20,en,Sarah Lewis,687,https://www.ted.com/talks/sarah_lewis_embrace_the_near_win,3104049,0.503,0.097,0.145,0.255,2014-04-21T15:04:10Z,1978,Embrace the near win
2315,247,3,4,525.8,701.4,0.7,185.25,53.59,175.3,72,418,146,214,juliet_schor_the_case_for_a_4_day_work_week,https://hls.ted.com/project_masters/7873/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The case for a 4-day work week,2022-04-10,en,Juliet Schor,701,https://www.ted.com/talks/juliet_schor_the_case_for_a_4_day_work_week,3104126,0.065,0.079,0.822,0.034,2022-05-11T14:45:15Z,92266,The case for a 4-day work week
2007,254,3,5,443.5,676.1,0.7,140.05,39.43,134.1,73,398,112,159,christer_mjaset_4_questions_you_should_always_ask_your_doctor,https://hls.ted.com/project_masters/544/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,4 questions you should always ask your doctor,2018-05-04,en,Christer Mjåset,676,https://www.ted.com/talks/christer_mjaset_4_questions_you_should_always_ask_your_doctor,2558335,0.059,0.046,0.835,0.06,2019-09-19T15:09:10Z,44373,4 questions you should always ask your doctor
3119,387,3,5,652.6,990.5,0.7,153.3,44.96,145.5,61,399,119,182,jorge_drexler_poetry_music_and_identity,https://hls.ted.com/project_masters/2856/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Poetry, music and identity",2017-04-24,en,Jorge Drexler,990,https://www.ted.com/talks/jorge_drexler_poetry_music_and_identity,2558682,0.222,0.637,0.063,0.078,2017-05-10T15:15:23Z,2777,"Poetry, music and identity"
3528,348,3,5,770.7,1014.0,0.8,219.14,69.76,215.3,61,426,170,266,geoffrey_canada_our_failing_schools_enough_is_enough,https://hls.ted.com/project_masters/1509/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Our failing schools. Enough is enough!,2013-05-07,en,Geoffrey Canada,1013,https://www.ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough,2556555,0.412,0.202,0.177,0.209,2013-05-08T15:08:01Z,1732,Our failing schools. Enough is enough!
2606,425,3,4,660.3,1018.2,0.6,261.21,60.66,264.8,71,424,218,305,linda_cliatt_wayman_how_to_fix_a_broken_school_lead_fearlessly_love_hard,https://hls.ted.com/project_masters/148/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"How to fix a broken school? Lead fearlessly, love hard",2015-05-29,en,Linda Cliatt-Wayman,1018,https://www.ted.com/talks/linda_cliatt_wayman_how_to_fix_a_broken_school_lead_fearlessly_love_hard,2557529,0.379,0.19,0.271,0.16,2015-06-05T15:11:01Z,2276,"How to fix a broken school? Lead fearlessly, love hard"
717,56,4,4,167.4,200.7,0.8,124.18,38.19,111.9,71,414,96,139,emma_bryce_how_to_use_a_semicolon,https://hls.ted.com/project_masters/4781/manifest.m3u8,3,TED-Ed Original,How to use a semicolon,2015-07-06,en,Emma Bryce,200,https://www.ted.com/talks/emma_bryce_how_to_use_a_semicolon,2548170,0.031,0.967,0.0,0.002,2019-03-22T18:27:34Z,24227,How to use a semicolon
2861,300,3,4,671.8,903.9,0.7,217.82,46.41,210.2,71,420,187,243,sian_leah_beilock_why_we_choke_under_pressure_and_how_to_avoid_it,https://hls.ted.com/project_masters/3422/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why we choke under pressure -- and how to avoid it,2017-11-01,en,Sian Leah Beilock,903,https://www.ted.com/talks/sian_leah_beilock_why_we_choke_under_pressure_and_how_to_avoid_it,2555876,0.144,0.115,0.596,0.145,2018-09-18T14:49:49Z,20519,Why we choke under pressure -- and how to avoid it
1179,91,4,5,240.8,297.5,0.8,283.68,62.9,286.0,73,424,240,332,birke_baehr_what_s_wrong_with_our_food_system,https://hls.ted.com/project_masters/4499/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,What's wrong with our food system,2010-08-28,en,Birke Baehr,297,https://www.ted.com/talks/birke_baehr_what_s_wrong_with_our_food_system,2547944,0.865,0.038,0.011,0.086,2010-11-29T15:34:00Z,1016,What's wrong with our food system
1026,60,4,4,245.1,284.7,0.9,105.21,21.78,98.2,71,380,90,116,stefan_al_will_there_ever_be_a_mile_high_skyscraper,https://hls.ted.com/project_masters/4941/manifest.m3u8,3,TED-Ed Original,Will there ever be a mile-high skyscraper? ,2019-02-07,en,Stefan Al,284,https://www.ted.com/talks/stefan_al_will_there_ever_be_a_mile_high_skyscraper,2545997,0.065,0.925,0.0,0.01,2019-02-07T21:55:17Z,32250,Will there ever be a mile-high skyscraper? 
2021,275,3,5,419.5,640.8,0.7,150.74,35.72,144.4,73,398,129,163,niro_sivanathan_the_counterintuitive_way_to_be_more_persuasive,https://hls.ted.com/project_masters/5712/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The counterintuitive way to be more persuasive,2019-05-03,en,Niro Sivanathan,640,https://www.ted.com/talks/niro_sivanathan_the_counterintuitive_way_to_be_more_persuasive,2545234,0.181,0.074,0.61,0.135,2021-01-05T21:03:58Z,70360,The counterintuitive way to be more persuasive
1069,15,4,4,260.1,270.6,1.0,166.9,53.53,159.3,71,414,133,192,venus_keus_three_ways_the_universe_could_end,https://hls.ted.com/project_masters/4946/manifest.m3u8,3,TED-Ed Original,Three ways the universe could end ,2019-02-19,en,Venus Keus,270,https://www.ted.com/talks/venus_keus_three_ways_the_universe_could_end,2544068,0.146,0.846,0.0,0.008,2019-02-19T19:49:19Z,33931,Three ways the universe could end 
2684,294,3,5,532.0,770.3,0.7,196.95,51.43,187.8,70,400,163,225,kay_m_tye_what_investigating_neural_pathways_can_reveal_about_mental_health,https://hls.ted.com/project_masters/2210/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,What investigating neural pathways can reveal about mental health,2019-11-01,en,Kay M. Tye,770,https://www.ted.com/talks/kay_m_tye_what_investigating_neural_pathways_can_reveal_about_mental_health,2544950,0.046,0.034,0.795,0.125,2020-03-05T20:47:48Z,59862,What investigating neural pathways can reveal about mental health
2501,331,3,4,620.9,937.2,0.7,268.06,54.3,266.7,80,424,229,305,diane_wolk_rogers_a_parkland_teacher_s_homework_for_us_all,https://hls.ted.com/project_masters/3162/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A Parkland teacher's homework for us all,2018-04-10,en,Diane Wolk-Rogers,937,https://www.ted.com/talks/diane_wolk_rogers_a_parkland_teacher_s_homework_for_us_all,2538407,0.076,0.027,0.829,0.068,2018-04-20T14:02:17Z,14608,A Parkland teacher's homework for us all
3277,360,3,5,690.4,993.3,0.7,126.59,26.3,122.1,75,400,111,137,tim_brown_designers_think_big,https://hls.ted.com/project_masters/796/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Designers -- think big!,2009-07-22,en,Tim Brown,993,https://www.ted.com/talks/tim_brown_designers_think_big,2543115,0.602,0.303,0.054,0.041,2009-09-29T09:10:00Z,646,Designers -- think big!
2586,231,4,5,500.6,697.9,0.7,210.26,56.98,201.9,69,421,167,242,kimberly_noble_how_does_income_affect_childhood_brain_development,https://hls.ted.com/project_masters/445/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),How does income affect childhood brain development?,2019-01-24,en,Kimberly Noble,697,https://www.ted.com/talks/kimberly_noble_how_does_income_affect_childhood_brain_development,2535945,0.121,0.052,0.717,0.11,2019-04-02T14:56:27Z,37739,How does income affect childhood brain development?
3274,295,3,5,674.6,1018.3,0.7,161.62,25.55,157.5,70,400,147,174,jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose,https://hls.ted.com/project_masters/2714/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What happens when you have a disease doctors can't diagnose,2016-06-27,en,Jennifer Brea,1018,https://www.ted.com/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose,2533320,0.249,0.405,0.252,0.094,2017-01-17T16:09:16Z,2627,What happens when you have a disease doctors can't diagnose
1677,201,3,5,348.9,546.6,0.6,248.25,52.89,243.2,77,422,218,278,gina_gutierrez_the_relationship_between_sex_and_imagination,https://hls.ted.com/project_masters/7888/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2022-04-10,en,Gina Gutierrez,546,https://www.ted.com/talks/gina_gutierrez_the_relationship_between_sex_and_imagination,2532789,0.048,0.071,0.845,0.036,2022-06-15T14:27:59Z,92790,The relationship between sex and imagination
3796,236,3,4,956.1,1122.4,0.9,174.81,53.09,167.9,66,424,141,200,lawrence_lessig_laws_that_choke_creativity,https://hls.ted.com/project_masters/4135/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Laws that choke creativity,2007-03-03,en,Lawrence Lessig,1122,https://www.ted.com/talks/lawrence_lessig_laws_that_choke_creativity,2532342,0.628,0.298,0.017,0.057,2007-11-06T01:00:00Z,187,Laws that choke creativity
1227,65,4,4,280.9,317.4,0.9,114.94,32.69,106.6,72,394,92,130,jonathan_morris_how_humanity_got_hooked_on_coffee,https://hls.ted.com/project_masters/9021/manifest.m3u8,3,TED-Ed Original,How humanity got hooked on coffee,2024-03-05,en,Jonathan Morris,317,https://www.ted.com/talks/jonathan_morris_how_humanity_got_hooked_on_coffee,2531930,0.013,0.982,0.0,0.005,2024-03-05T16:03:26Z,125670,How humanity got hooked on coffee
2621,311,3,4,614.7,911.2,0.7,202.45,44.52,198.6,69,418,180,224,lisa_godwin_how_teachers_can_help_students_navigate_trauma,https://hls.ted.com/project_masters/2255/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How teachers can help students navigate trauma,2019-10-06,en,Lisa Godwin,911,https://www.ted.com/talks/lisa_godwin_how_teachers_can_help_students_navigate_trauma,2529861,0.045,0.038,0.884,0.033,2020-02-11T20:46:20Z,56860,How teachers can help students navigate trauma
2033,198,4,5,404.6,560.9,0.7,225.37,43.31,216.8,72,414,199,245,tara_djokic_this_ancient_rock_is_changing_our_theory_on_the_origin_of_life,https://hls.ted.com/project_masters/641/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,,2019-05-23,en,Tara Djokic,560,https://www.ted.com/talks/tara_djokic_this_ancient_rock_is_changing_our_theory_on_the_origin_of_life,3098941,0.052,0.317,0.591,0.04,2019-10-07T14:49:07Z,49433,This ancient rock is changing our theory on the origin of life
3183,367,3,5,703.6,1098.2,0.6,228.96,33.58,227.3,80,422,207,248,michelle_kuo_the_healing_power_of_reading,https://hls.ted.com/project_masters/525/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The healing power of reading,2018-09-29,en,Michelle Kuo,1098,https://www.ted.com/talks/michelle_kuo_the_healing_power_of_reading,3103867,0.078,0.081,0.698,0.143,2019-06-06T14:56:48Z,43293,The healing power of reading
